[Sat Aug 15 13:23:41.030233 2015] [cgid:error] [pid 8129:tid 140047919597312] [client 127.0.0.1:60300] End of script output before headers: howto.py, referer: http://localhost:8084/
[Thu Aug 20 06:27:46.267458 2015] [cgid:error] [pid 1307:tid 139719941728000] (104)Connection reset by peer: [client 127.0.0.1:40640] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:46.303645 2015] [cgid:error] [pid 1306:tid 139720076011264] (104)Connection reset by peer: [client 127.0.0.1:40642] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:46.342702 2015] [cgid:error] [pid 1306:tid 139720059225856] (104)Connection reset by peer: [client 127.0.0.1:40639] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:46.388735 2015] [cgid:error] [pid 1307:tid 139719950120704] (104)Connection reset by peer: [client 127.0.0.1:40643] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:29:57.902778 2015] [cgid:error] [pid 1307:tid 139720059225856] (104)Connection reset by peer: [client 127.0.0.1:40661] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:29:57.937737 2015] [cgid:error] [pid 1307:tid 139720117974784] (104)Connection reset by peer: [client 127.0.0.1:40660] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:29:57.972701 2015] [cgid:error] [pid 1307:tid 139720042440448] (104)Connection reset by peer: [client 127.0.0.1:40662] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:29:58.016581 2015] [cgid:error] [pid 1307:tid 139720025655040] (104)Connection reset by peer: [client 127.0.0.1:40659] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:29:58.052435 2015] [cgid:error] [pid 1307:tid 139720050833152] (104)Connection reset by peer: [client 127.0.0.1:40663] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:30:57.615232 2015] [cgid:error] [pid 1307:tid 139719975298816] (104)Connection reset by peer: [client 127.0.0.1:40672] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:30:57.655213 2015] [cgid:error] [pid 1306:tid 139719975298816] (104)Connection reset by peer: [client 127.0.0.1:40671] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:30:57.692705 2015] [cgid:error] [pid 1307:tid 139720101189376] (104)Connection reset by peer: [client 127.0.0.1:40670] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:30:57.740723 2015] [cgid:error] [pid 1307:tid 139720008869632] (104)Connection reset by peer: [client 127.0.0.1:40673] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:30:57.775648 2015] [cgid:error] [pid 1306:tid 139719983691520] (104)Connection reset by peer: [client 127.0.0.1:40674] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:35:19.449269 2015] [cgid:error] [pid 1307:tid 139719933335296] (104)Connection reset by peer: [client 127.0.0.1:40679] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:35:19.494014 2015] [cgid:error] [pid 1307:tid 139720109582080] (104)Connection reset by peer: [client 127.0.0.1:40678] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:35:19.549760 2015] [cgid:error] [pid 1306:tid 139720197814016] (104)Connection reset by peer: [client 127.0.0.1:40677] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:35:19.589704 2015] [cgid:error] [pid 1306:tid 139720206206720] (104)Connection reset by peer: [client 127.0.0.1:40680] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:35:19.634627 2015] [cgid:error] [pid 1306:tid 139720117974784] (104)Connection reset by peer: [client 127.0.0.1:40681] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:37:29.151700 2015] [cgid:error] [pid 1306:tid 139720059225856] (104)Connection reset by peer: [client 127.0.0.1:40686] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:37:29.191394 2015] [cgid:error] [pid 1307:tid 139720059225856] (104)Connection reset by peer: [client 127.0.0.1:40684] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:37:29.233280 2015] [cgid:error] [pid 1306:tid 139720050833152] (104)Connection reset by peer: [client 127.0.0.1:40687] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:37:29.274890 2015] [cgid:error] [pid 1307:tid 139720117974784] (104)Connection reset by peer: [client 127.0.0.1:40683] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:37:29.314263 2015] [cgid:error] [pid 1306:tid 139720000476928] (104)Connection reset by peer: [client 127.0.0.1:40685] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:37:29.354476 2015] [cgid:error] [pid 1306:tid 139720042440448] (104)Connection reset by peer: [client 127.0.0.1:40682] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:37:29.395935 2015] [cgid:error] [pid 1307:tid 139720042440448] (104)Connection reset by peer: [client 127.0.0.1:40688] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:39:32.558723 2015] [cgid:error] [pid 1307:tid 139720206206720] [client 127.0.0.1:40712] End of script output before headers: howto.py, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 07:14:23.232563 2015] [cgid:error] [pid 1306:tid 139720109582080] [client 127.0.0.1:40797] End of script output before headers: howto.py, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 07:14:33.242878 2015] [cgid:error] [pid 1306:tid 139720084403968] [client 127.0.0.1:40803] End of script output before headers: howto.py, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 07:15:02.419609 2015] [cgid:error] [pid 1307:tid 139720050833152] [client 127.0.0.1:40814] End of script output before headers: howto.py, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
